SubjID,z_vcb,z_spl,z_art,Dim.1,Dim.2,correct,response_time,trial_type,complexity,target,ItemID,word_trig,cond_trig,base,affix,FS,BF,LogFS,LogBF,BaseLength,WholeFormLength,List
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,518,NW,SIMP,sheetel,45,5,204,sheet,er,14,1009,2.6390573296152584,6.92,5,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,697,NW,COMP,thrillance,522,22,205,thrill,ance,4,307,1.3862943611198906,5.73,6,10,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,783,NW,SIMP,adoptish,319,19,203,adopt,ish,4,1205,1.3862943611198906,7.09,5,5,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,870,NW,COMP,dressory,621,21,206,dress,ory,33,3885,3.4965075614664802,8.26,5,9,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,807,NW,SIMP,happenange,32,2,203,happen,ance,3,6982,1.0986122886681098,8.85,6,10,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,527,NW,COMP,baskory,510,10,205,bask,ory,1,68,0,4.22,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,702,NW,SIMP,stirange,41,1,204,stir,ance,12,841,2.4849066497880004,6.73,4,8,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,621,NW,COMP,schemeness,515,15,205,scheme,ness,3,1619,1.0986122886681098,7.39,6,10,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,880,NW,SIMP,altarig,37,7,203,altar,ic,2,403,0.6931471805599453,6,5,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,686,NW,SIMP,employnels,421,21,204,employ,ness,12,4622,2.4849066497880004,8.44,6,10,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,609,NW,SIMP,tripady,42,2,204,trip,ary,9,1382,2.1972245773362196,7.23,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,675,NW,COMP,elbowism,610,10,206,elbow,ish,18,1756,2.8903717578961645,7.47,5,8,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,715,NW,SIMP,fellowoes,417,17,204,fellow,ous,11,1324,2.3978952727983707,7.19,6,9,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,512,NW,SIMP,yankody,323,23,203,yank,ory,2,51,0.6931471805599453,3.93,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,586,NW,COMP,nutly,614,14,206,nut,ly,31,946,3.4339872044851463,6.85,3,5,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,590,NW,SIMP,debtith,322,22,203,debt,ish,4,656,1.3862943611198906,6.49,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,556,NW,COMP,digory,511,11,205,dig,ory,3,777,1.0986122886681098,6.66,3,6,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,678,NW,SIMP,inkilm,48,8,204,ink,ish,12,290,2.4849066497880004,5.67,3,6,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,788,NW,COMP,wigish,69,9,206,wig,ish,8,262,2.0794415416798357,5.57,3,6,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,601,NW,COMP,nullish,523,23,205,null,ish,4,45,1.3862943611198906,3.81,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,624,NW,COMP,prayance,61,1,206,pray,ance,9,1055,2.1972245773362196,6.96,4,8,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,839,NW,SIMP,pitchody,425,25,204,pitch,ory,10,610,2.302585092994046,6.41,5,8,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,551,NW,SIMP,figel,34,4,203,fig,er,3,196,1.0986122886681098,5.28,3,5,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,516,NW,SIMP,ejectenge,320,20,203,eject,ence,5,66,1.6094379124341003,4.19,5,9,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,663,NW,SIMP,truenels,315,15,203,TRUE,ness,6,6,1.791759469228055,1.79,4,8,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,673,NW,COMP,bearist,625,25,206,bear,ist,30,2626,3.4011973816621555,7.87,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,983,NW,COMP,winkity,521,21,205,wink,ity,4,216,1.3862943611198906,5.38,4,7,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,711,NW,COMP,urnist,55,5,205,urn,ist,2,68,0.6931471805599453,4.22,3,6,BA
S131,-1.7510753347272674,-0.5572870884239571,-1.406725713830813,-2.236315171459941,0.6079071056253765,1,754,NW,COMP,begence,64,4,206,beg,ence,8,604,2.0794415416798357,6.4,3,7,BA
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,672,NW,SIMP,nutla,614,14,206,nut,ly,31,946,3.4339872044851463,6.85,3,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,627,NW,COMP,fanful,36,6,203,fan,ful,4,473,1.3862943611198906,6.16,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,641,NW,COMP,flitence,43,3,204,flit,ence,11,599,2.3978952727983707,6.4,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,663,NW,COMP,pitchory,425,25,204,pitch,ory,10,610,2.302585092994046,6.41,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,520,NW,SIMP,wigith,69,9,206,wig,ish,8,262,2.0794415416798357,5.57,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,631,NW,SIMP,earilt,612,12,206,ear,ist,16,1711,2.772588722239781,2.77,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,727,NW,COMP,northize,420,20,204,north,ize,30,2541,3.4011973816621555,7.84,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,708,NW,SIMP,helmetoes,514,14,205,helmet,ous,6,242,1.791759469228055,5.49,6,9,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,698,NW,SIMP,feverime,524,24,205,fever,ize,4,594,1.3862943611198906,6.39,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,797,NW,COMP,heightence,318,18,203,height,ence,2,912,0.6931471805599453,6.82,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,546,NW,SIMP,nullith,523,23,205,null,ish,4,45,1.3862943611198906,3.81,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,664,NW,COMP,ripence,44,4,204,rip,ence,8,471,2.0794415416798357,6.15,3,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,659,NW,COMP,breakity,423,23,204,break,ity,43,6366,3.7612001156935624,8.76,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,649,NW,COMP,elmist,310,10,203,elm,ist,2,175,0.6931471805599453,5.16,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,636,NW,SIMP,schemenels,515,15,205,scheme,ness,3,1619,1.0986122886681098,7.39,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,537,NW,SIMP,aidig,54,4,205,aid,ic,4,1159,1.3862943611198906,7.06,3,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,742,NW,COMP,weldic,321,21,203,weld,ic,3,129,1.0986122886681098,4.86,4,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,932,NW,COMP,inkism,48,8,204,ink,ish,12,290,2.4849066497880004,5.67,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,627,NW,COMP,kingism,419,19,204,king,ish,11,2275,2.3978952727983707,7.73,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,590,NW,SIMP,warnody,512,12,205,warn,ory,5,1697,1.6094379124341003,7.44,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,710,NW,COMP,treasonize,314,14,203,treason,ize,4,138,1.3862943611198906,4.93,7,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,699,NW,COMP,dumbity,312,12,203,dumb,ity,6,244,1.791759469228055,5.5,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,652,NW,COMP,yankory,323,23,203,yank,ory,2,51,0.6931471805599453,3.93,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,665,NW,SIMP,prayange,61,1,206,pray,ance,9,1055,2.1972245773362196,6.96,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,655,NW,COMP,stirance,41,1,204,stir,ance,12,841,2.4849066497880004,6.73,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,693,NW,COMP,addment,413,13,204,add,ment,10,5883,2.302585092994046,8.68,3,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,521,NW,SIMP,growilt,620,20,206,grow,ic,14,8545,2.6390573296152584,9.05,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,636,NW,SIMP,zoomfil,519,19,205,zoom,ful,2,34,0.6931471805599453,3.53,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,664,NW,COMP,curtity,311,11,203,curt,ity,3,88,1.0986122886681098,4.48,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,980,NW,COMP,angelish,47,7,204,angel,ish,17,652,2.833213344056216,6.48,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,723,NW,SIMP,habitig,67,7,206,habit,ic,16,2066,2.772588722239781,7.63,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,582,NW,SIMP,validel,623,23,206,valid,er,13,618,2.5649493574615367,6.43,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,608,NW,COMP,pillize,313,13,203,pill,ize,5,537,1.6094379124341003,6.29,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,567,NW,SIMP,heirig,53,3,205,heir,ic,3,211,1.0986122886681098,5.35,4,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,787,NW,SIMP,elbowilm,610,10,206,elbow,ish,18,1756,2.8903717578961645,7.47,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,611,NW,SIMP,bandady,63,3,206,band,ary,26,981,3.258096538021482,6.89,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,916,NW,SIMP,smoothfil,619,19,206,smooth,ful,12,1042,2.4849066497880004,6.95,6,9,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,571,NW,SIMP,pickenge,65,5,206,pick,ence,20,3385,2.995732273553991,8.13,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,686,NW,SIMP,winkidy,521,21,205,wink,ity,4,216,1.3862943611198906,5.38,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,713,NW,COMP,altaric,37,7,203,altar,ic,2,403,0.6931471805599453,6,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,689,NW,SIMP,longnels,617,17,206,long,ness,59,19076,4.07753744390572,9.86,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,700,NW,SIMP,classoes,618,18,206,class,ous,29,6216,3.367295829986474,8.73,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,613,NW,COMP,flipory,416,16,204,flip,ory,10,184,2.302585092994046,5.21,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,515,NW,SIMP,shootmant,616,16,206,shoot,ment,23,1828,3.1354942159291497,7.51,5,9,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,527,NW,SIMP,acremant,516,16,205,acre,ment,3,708,1.0986122886681098,6.56,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,540,NW,SIMP,towerla,615,15,206,tower,ly,9,1180,2.1972245773362196,7.07,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,648,NW,COMP,bindic,422,22,204,bind,ic,14,451,2.6390573296152584,6.11,4,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,586,NW,SIMP,baskody,510,10,205,bask,ory,1,68,0,4.22,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,815,NW,COMP,figer,34,4,203,fig,er,3,196,1.0986122886681098,5.28,3,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,698,NW,SIMP,taxfil,66,6,206,tax,ful,14,2763,2.6390573296152584,7.92,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,659,NW,SIMP,begenge,64,4,206,beg,ence,8,604,2.0794415416798357,6.4,3,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,919,NW,SIMP,rampime,56,6,205,ramp,ize,1,95,0,4.55,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,862,NW,COMP,ejectence,320,20,203,eject,ence,5,66,1.6094379124341003,4.19,5,9,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,755,NW,SIMP,opposemant,58,8,205,oppose,ment,1,994,0,6.9,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,577,NW,COMP,adoptish,319,19,203,adopt,ish,4,1205,1.3862943611198906,7.09,5,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,691,NW,SIMP,yieldilt,520,20,205,yield,ist,4,613,1.3862943611198906,6.42,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,789,NW,COMP,gasful,46,6,204,gas,ful,33,1501,3.4965075614664802,7.31,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,667,NW,SIMP,advertisela,525,25,205,advertise,ly,4,4.76,1.3862943611198906,1.56,9,11,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,773,NW,COMP,mouthize,411,11,204,mouth,ize,18,2866,2.8903717578961645,7.96,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,677,NW,SIMP,pooridy,613,13,206,poor,ity,11,4350,2.3978952727983707,8.38,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,599,NW,SIMP,digody,511,11,205,dig,ory,3,777,1.0986122886681098,6.66,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,810,NW,COMP,mudly,412,12,204,mud,ly,16,912,2.772588722239781,6.82,3,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,772,NW,COMP,passment,414,14,204,pass,ment,43,10035,3.7612001156935624,9.21,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,687,NW,COMP,illist,49,9,204,ill,ist,27,2375,3.295836866004329,7.77,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,679,NW,SIMP,thrillange,522,22,205,thrill,ance,4,307,1.3862943611198906,5.73,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,649,NW,COMP,boilous,418,18,204,boil,ous,13,1102,2.5649493574615367,7,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,648,NW,COMP,antism,38,8,203,ant,ish,1,206,0,5.33,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,650,NW,SIMP,bogady,62,2,206,bog,ary,12,259,2.4849066497880004,5.56,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,587,NW,SIMP,jawla,57,7,205,jaw,ly,7,414,1.9459101490553132,6.03,3,5,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,608,NW,SIMP,criticange,622,22,206,critic,ize,11,2720,2.3978952727983707,7.91,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,662,NW,COMP,debtish,322,22,203,debt,ish,4,656,1.3862943611198906,6.49,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,714,NW,SIMP,bloodel,624,24,206,blood,er,53,3988,3.970291913552122,8.29,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,761,NW,SIMP,nextnels,59,9,205,next,ness,4,7415,1.3862943611198906,8.91,4,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,751,NW,COMP,aridism,39,9,203,arid,ish,3,100,1.0986122886681098,4.61,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,550,NW,COMP,fiendism,324,24,203,fiend,ism,4,53,1.3862943611198906,3.97,5,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,642,NW,SIMP,tiltady,517,17,205,tilt,ary,3,328,1.0986122886681098,5.79,4,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,681,NW,SIMP,gumfil,52,2,205,gum,ful,2,57,0.6931471805599453,4.04,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,806,NW,COMP,sheeter,45,5,204,sheet,er,14,1009,2.6390573296152584,6.92,5,7,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,690,NW,SIMP,dressody,621,21,206,dress,ory,33,3885,3.4965075614664802,8.26,5,9,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,478,NW,SIMP,urnilt,55,5,205,urn,ist,2,68,0.6931471805599453,4.22,3,6,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,791,NW,COMP,employness,421,21,204,employ,ness,12,4622,2.4849066497880004,8.44,6,10,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,648,NW,SIMP,socketel,51,1,205,socket,er,1,143,0,4.96,6,8,AB
S132,-1.4018872914385454,0.2355062591247683,-0.06483906095813359,-0.7972086937096089,0.6921617136570533,1,566,NW,COMP,meltance,31,1,203,melt,ance,5,429,1.6094379124341003,6.06,4,8,AB
